show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in,cast,description
s3110,Movie,Jagat,Shanjey Kumar Perumal,Malaysia,4/2/2019,2015,TV-MA,76 min,"Dramas, International Movies","Harvind Raj, Jibrail Rajhula, Tinesh Sarathi Krishnan, Kuben Mahadevan, Senthil Kumaran Muniandy","In early 1990s Malaysia, a Tamilian boy faces pressure from his immigrant father to focus on school but is drawn to his uncles’ lives of crime."
s3111,Movie,Jagga Jasoos,Anurag Basu,India,10/1/2018,2017,TV-14,155 min,"Action & Adventure, Comedies, International Movies","Ranbir Kapoor, Katrina Kaif, Saurabh Shukla, Saswata Chatterjee, Rajatabha Dutta, Saravajeet Tiwari","An eccentric, self-proclaimed detective goes on an action-packed hunt for his missing father, with an awkward but adventurous journalist by his side."
s3112,Movie,Jai Mummy Di,Navjot Gulati,India,3/14/2020,2020,TV-MA,101 min,"Comedies, International Movies, Romantic Movies","Poonam Dhillon, Supriya Pathak, Sunny Singh, Sonalli Sehgall, Rajendra Sethi, Veer Rajwant Singh, Danish Husain, Alok Nath","Sick of keeping their love a secret from their constantly bickering mothers, a young couple seeks to uncover the cause of the women’s longstanding war."
s3113,Movie,Jail,Madhur Bhandarkar,India,12/31/2019,2009,TV-14,132 min,"Dramas, International Movies","Neil Nitin Mukesh, Manoj Bajpayee, Mugdha Godse, Arya Babbar, Chetan Pandit, Rahul Singh, Navni Parihar, Manish Mehta","Incarcerated for a crime he didn’t commit, a young man must navigate the crowded, cut-throat environment of prison as he awaits trial."
s3114,TV Show,Jailbirds,,,5/10/2019,2019,TV-MA,1 Season,Reality TV,,"At the Sacramento County Jail, incarcerated women fight the power and one another as they try to make the best of life – and love – on the inside."
s3115,Movie,Jailbreak,Jimmy Henderson,Cambodia,5/2/2018,2017,TV-MA,92 min,"Action & Adventure, International Movies","Jean-Paul Ly, Dara Our, Tharoth Sam, Dara Phang, Celine Tran, Savin Phillip, Sok Visal",Four cops escorting a mobster to a high-security prison fight for survival when a gang boss orchestrates a riot from outside to silence their charge.
s3116,Movie,Jake's Buccaneer Blast,,,8/6/2017,2014,TV-Y,22 min,Movies,"Megan Richie, Riley Thomas Stewart, Jadon Sand, David Arquette, Jeff Bennett, Corey Burton, Adam Wylie, Dee Bradley Baker","Jake, Izzy, Cubby and Skully face off against the scheming Captain Hook in a race to find special treasures hidden all around Never Land."
s3117,Movie,Jal,Girish Malik,India,10/15/2017,2013,TV-14,132 min,"Dramas, Independent Movies, International Movies","Purab Kohli, Tannishtha Chatterjee, Kirti Kulhari, Yashpal Sharma, Mukul Dev, Saidah Jules, Ravi Gossain, Rahul Singh",A gifted young man from a drought-stricken village helps a group of ecologists find water for migrating flamingoes.
s3118,Movie,Jalpari: The Desert Mermaid,Nila Madhab Panda,India,5/19/2018,2012,TV-14,94 min,"Dramas, Independent Movies, International Movies","Lehar Khan, Krishang Trivedi, Parvin Dabas, Suhasini Mulay, V.M. Badola, Tannishtha Chatterjee, Rahul Singh, Harsh Mayar","When they travel to their father's ancestral village, city kids expecting a natural paradise instead find a poor, dusty town that harbors secrets."
s3119,TV Show,James Acaster: Repertoire,Dan Lucchesi,United Kingdom,3/27/2018,2018,TV-14,1 Season,"British TV Shows, International TV Shows, Stand-Up Comedy & Talk Shows",James Acaster,"Offbeat comic James Acaster covers the strange, the mundane and everything in between in this collection of four wide-ranging stand-up specials."
s3120,TV Show,Jamtara - Sabka Number Ayega,Soumendra Padhi,India,1/10/2020,2020,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","Amit Sial, Dibyendu Bhattacharya, Aksha Pardhasany, Sparsh Shrivastava, Monika Panwar, Anshumaan Pushkar","A group of small-town young men run a lucrative phishing operation, until a corrupt politician wants in on their scheme – and a cop wants to fight it."
s3121,Movie,Janaan,Azfar Jafri,Pakistan,9/15/2017,2016,TV-14,132 min,"Comedies, Dramas, International Movies","Armeena Rana Khan, Bilal Ashraf, Ali Rehman Khan, Hania Aamir, Usman Mukhtar, Nayyar Ejaz","After 11 years in Canada, young Meena returns to her native Pakistan for a family wedding and becomes romantically entangled with an adopted cousin."
s3122,Movie,Jandino: Whatever it Takes,,United Kingdom,9/9/2016,2016,TV-MA,94 min,Stand-Up Comedy,Jandino Asporaat,"Jandino Asporaat riffs on the challenges of raising kids and serenades the audience with a rousing rendition of ""Sex on Fire"" in his comedy show."
s3123,TV Show,Jane The Virgin,,United States,8/8/2019,2019,TV-14,5 Seasons,"Romantic TV Shows, TV Comedies, TV Dramas","Gina Rodriguez, Andrea Navedo, Yael Grobglas, Justin Baldoni, Ivonne Coll, Brett Dier, Jaime Camil, Anthony Mendez","After vowing to remain chaste until marriage, Jane Villanueva learns she's pregnant due to a medical slip-up and has to rethink her future."
s3124,Movie,Jani Dueñas: Grandes fracasos de ayer y hoy,"Raúl Campos, Jan Suter",Chile,6/29/2018,2018,TV-MA,77 min,Stand-Up Comedy,Jani Dueñas,"Chilean comedian and personality Jani Dueñas pours out her feelings on issues that are all too universal, from aging to dieting to sex."
s3125,Movie,Jaoon Kahan Bata Ae Dil,Aadish Keluskar,India,8/9/2019,2018,TV-MA,107 min,"Dramas, Independent Movies, International Movies","Khushboo Upadhyay, Rohit Kokate, Himanshu Kohli, Mohammed Shakir","A couple’s caustic, increasingly jarring interactions over a Mumbai evening strain their relationship until it threatens to break at its fraying seams."
s3126,TV Show,Japan Sinks: 2020,,Japan,7/9/2020,2020,TV-MA,1 Season,"Anime Series, International TV Shows","Reina Ueda, Tomo Muranaka, Yuko Sasaki, Masaki Terasoma, Hiroyuki Yoshino, Kensho Ono","After catastrophic earthquakes devastate Japan, one family's resolve is tested on a journey of survival through the sinking archipelago."
s3127,TV Show,Japanese Style Originator,,Japan,5/1/2017,2008,TV-G,1 Season,"International TV Shows, Stand-Up Comedy & Talk Shows","Takeo Chii, Hisako Manda, Takahiro Azuma, Kazuya Masuda","Find out everything there is to know about Japanese tradition, from food to culture to objects and arts, and the people who are continuing it today."
s3128,Movie,Jarhead: Law of Return,Don Michael Paul,"Israel, United States",12/25/2019,2019,R,103 min,"Action & Adventure, Dramas","Amaury Nolasco, Devon Sawa, Robert Patrick, Jeff Pierre, Ben Cross, Amos Tamam, Yael Eitan, Tsahi Halevi","When a U.S. senator’s son is held captive by Hezbollah militiamen, a group of highly trained soldiers ventures into enemy territory to bring him home."
s3129,Movie,Jatt James Bond,Rohit Jugraj,India,10/1/2018,2014,TV-14,142 min,"Comedies, Dramas, International Movies","Gippy Grewal, Gurpreet Guggi, Zarine Khan","Shinda loves Laali but can't have her, so he and his friends come up with an elaborate plan to solve all their problems and win her."
s3130,Movie,Jatts in Golmaal,Ksshitij Chaudhary,India,11/1/2018,2013,TV-PG,128 min,"Comedies, International Movies, Music & Musicals","Arya Babbar, Samiksha Singh, Gurpreet Guggi, Binnu Dhillon, Jaswinder Bhalla, B.N. Sharma, Veena Malik, Sardar Sohi","Without fully realizing the consequences, a boy who wants to relocate from India to Canada sells his heart to a gangster in need of a transplant."
s3131,Movie,Jay and Silent Bob Strike Back,Kevin Smith,United States,1/1/2019,2001,R,105 min,"Comedies, Cult Movies","Jason Mewes, Kevin Smith, Ben Affleck, Jeff Anderson, Brian O'Halloran, Shannon Elizabeth, Eliza Dushku, Ali Larter, Jennifer Schwalbach, Will Ferrell, Jason Lee","Jay and Silent Bob's comic book alter egos have been sold to Hollywood without permission, so they head to Tinseltown to sabotage the production."
s3132,Movie,Jealousy and medicine,Janusz Majewski,Poland,10/1/2019,1973,TV-MA,97 min,"Dramas, International Movies, Romantic Movies","Mariusz Dmochowski, Ewa Krzyżewska, Włodzimierz Boruński, Andrzej Mrowiec, Józef Rosiński, Piotr Kąkolewski, Beata Nowicka, Edmund Fetting, Grażyna Staniszewska, Andrzej Łapicki","Tormented by mistrust, a businessman hires a cagey tailor to track his wife's whereabouts with her doctor only to send his mind further down an abyss."
s3133,Movie,Jefe,Sergio Barrejón,"Spain, Portugal",10/26/2018,2018,TV-MA,90 min,"Comedies, Dramas, International Movies","Luis Callejo, Juana Acosta, Carlo D'Ursi, Josean Bengoetxea, Bárbara Santa-Cruz, Maica Barroso, Adam Jezierski, Sergio Quintana","A rude, self-centered businessman seems to be on the brink of losing everything until a night janitor at his office helps him find redemption."
s3134,Movie,Jeff Dunham: All Over the Map,Robb Dipple,United States,11/16/2019,2014,TV-MA,84 min,Stand-Up Comedy,Jeff Dunham,"America's most beloved ventriloquist hits the road, bringing along all of his most popular pals, including Achmed, Peanut and Walter."
s3135,Movie,Jeff Dunham: Arguing with Myself,Manny Rodriguez,United States,3/15/2019,2006,TV-MA,69 min,Stand-Up Comedy,Jeff Dunham,"Playing straight man to partners half his size, ventriloquist Jeff Dunham – one of America's funniest comics – slays audiences across the country."
s3136,Movie,Jeff Dunham: Beside Himself,Troy Miller,United States,9/24/2019,2019,TV-MA,58 min,Stand-Up Comedy,Jeff Dunham,"Jeff Dunham takes the stage in Dallas with his old pals Peanut, Walter, José Jalapeño, Bubba J and Achmed to poke fun at himself and American culture."
s3137,Movie,Jeff Dunham: Controlled Chaos,"Michael Simon, Matthew McNeil",United States,3/15/2019,2011,TV-MA,97 min,Stand-Up Comedy,Jeff Dunham,"Politically incorrect and often raunchy humor pepper ventriloquist Dunham's live concert performance featuring characters Walter, Achmed and Peanut."
s3138,Movie,Jeff Dunham: Minding the Monsters,Manny Rodriguez,United States,3/15/2019,2012,TV-MA,80 min,Stand-Up Comedy,Jeff Dunham,"Jeff Dunham returns with a haunted house full of his hysterical entourage, and each character stars in its own horror movie trailer."
s3139,Movie,Jeff Dunham: Relative Disaster,Michael Simon,United States,9/12/2017,2017,TV-MA,71 min,Stand-Up Comedy,Jeff Dunham,Ventriloquist Jeff Dunham brings his rude and slightly demented posse of puppets to Ireland for a gleeful skewering of family and politics.
s3140,Movie,Jeff Dunham: Unhinged in Hollywood,Michael Simon,United States,1/1/2020,2015,TV-MA,71 min,Stand-Up Comedy,Jeff Dunham,Unfiltered ventriloquist Jeff Dunham brings his ragtag crew of puppet pals to Hollywood for big laughs about celebrity culture and California living.
s3141,Movie,Jeff Dunham's Very Special Christmas Special,Michael Simon,United States,3/15/2019,2008,TV-MA,85 min,Stand-Up Comedy,"Jeff Dunham, Brian Haner","Politically incorrect, sometimes raunchy ventriloquist Jeff Dunham is joined by his irreverent cast of characters in this hilarious Christmas special."
s3142,Movie,Jeff Foxworthy and Larry the Cable Guy: We’ve Been Thinking...,Jay Karas,United States,8/26/2016,2016,TV-14,75 min,Stand-Up Comedy,"Jeff Foxworthy, Larry the Cable Guy",Grammy-nominated comedians Jeff Foxworthy and Larry the Cable Guy bring their distinctive brand of humor to a packed crowd in Minneapolis.
s3143,Movie,Jeff Garlin: Our Man In Chicago,Christopher Storer,United States,11/12/2019,2019,TV-MA,59 min,Stand-Up Comedy,Jeff Garlin,"Comedian Jeff Garlin (unintentionally) celebrates his 37th year of stand-up and shares his learnings on love, loss, success and food addiction."
s3144,TV Show,Jeffrey Epstein: Filthy Rich,,United States,5/27/2020,2020,TV-MA,1 Season,"Crime TV Shows, Docuseries",,Stories from survivors fuel this docuseries examining how convicted sex offender Jeffrey Epstein used his wealth and power to carry out his abuses.
s3145,Movie,Jem and the Holograms,Jon M. Chu,United States,4/16/2020,2015,PG,119 min,"Dramas, Music & Musicals, Sci-Fi & Fantasy","Aubrey Peeples, Stefanie Scott, Hayley Kiyoko, Aurora Perrineau, Juliette Lewis, Molly Ringwald, Ryan Guzman, Nathan Moore, Barnaby Carpenter, Nicholas Braun","After becoming an overnight star via the internet, teenage rocker Jem and her sisters journey to LA, where fame, fun and a family mystery await."
s3146,Movie,Jen Kirkman: I'm Gonna Die Alone (And I Feel Fine),Lance Bangs,United States,5/22/2015,2015,TV-MA,78 min,Stand-Up Comedy,Jen Kirkman,"Jen Kirkman delivers some sharp, hilarious truths about divorce, kids, sex and turning 40 in this Netflix original comedy special."
s3147,Movie,Jen Kirkman: Just Keep Livin’?,Lance Bangs,United States,1/3/2017,2017,TV-MA,69 min,Stand-Up Comedy,Jen Kirkman,"Incisive comic Jen Kirkman gets real about women's bodies, the value of alone time and an Italian private tour guide who may have been a ghost."
s3148,TV Show,Jenni Rivera: Mariposa de Barrio,,United States,1/1/2021,2017,TV-MA,1 Season,"Spanish-Language TV Shows, TV Dramas","Angélica Celaya, Gabriel Porras, Rosalinda Rodríguez, Samadhi Zendejas, Tony Garza, Regina Orquín, Enrique Montaño, Adrián Carvajal, Emmanuel Morales, Adriano Zendejas, Xavier Ruvalcaba, Raúl Sandoval, Mauricio Novoa, Uriel del Toro, Ana Wolfermann, Stephanie Arcila, Vanessa Pose, Alma Matrecito",This drama follows Mexican-American singer Jenni Rivera's unlikely rise from suicidal pregnant teen and abused wife to banda superstar.
s3149,Movie,Jenny Slate: Stage Fright,Gillian Robespierre,United States,10/22/2019,2019,TV-MA,67 min,"Documentaries, Stand-Up Comedy",Jenny Slate,"Jenny Slate's first stand-up special is a mix of stage time, funny stories about adulthood and conversations with family in her childhood home."
s3150,TV Show,Jeopardy!,,United States,12/18/2020,2019,TV-G,2 Seasons,Reality TV,Alex Trebek,"Alex Trebek hosts one of TV's longest-running game shows, where a trio of players buzz in with their knowledge of history, arts, pop culture and more."
s3151,Movie,Jeremiah Tower: The Last Magnificent,Lydia Tenaglia,"Mexico, United States",12/20/2017,2016,R,103 min,Documentaries,"Jeremiah Tower, Anthony Bourdain, Mario Batali, Ruth Reichl","This documentary profiles influential chef Jeremiah Tower, who played a pivotal role in the invention of a revolutionary new American cuisine."
s3152,Movie,Jeremy Scott: The People's Designer,Vlad Yudin,United States,4/1/2016,2015,PG-13,109 min,Documentaries,Jeremy Scott,The journey of fashion designer Jeremy Scott from humble roots on a Missouri farm to creative director of Moschino is charted in this documentary.
s3153,TV Show,Jericho,,United States,8/16/2017,2008,TV-14,2 Seasons,"Classic & Cult TV, TV Action & Adventure, TV Dramas","Skeet Ulrich, Lennie James, Ashley Scott, Kenneth Mitchell, Brad Beyer, April Parker-Jones, Alicia Coppola, Pamela Reed, Bob Stephenson, Gerald McRaney, Clare Carey, Richard Speight Jr., Michael Gaston, Erik Knudsen, Shoshannah Stern, Sprague Grayden","Jake returns to his Kansas town to collect an inheritance, but a nuclear blast cuts off the outside world and makes him a reluctant leader amid chaos."
s3154,Movie,Jerry Before Seinfeld,Michael Bonfiglio,United States,9/19/2017,2017,TV-14,62 min,Stand-Up Comedy,Jerry Seinfeld,"Jerry Seinfeld returns to the club that gave him his start in the 1970s, mixing iconic jokes with stories from his childhood and early days in comedy."
s3155,Movie,Jerry Seinfeld: 23 Hours To Kill,Joe DeMaio,United States,5/5/2020,2020,TV-PG,61 min,Stand-Up Comedy,Jerry Seinfeld,"Jerry Seinfeld takes the stage in New York and tackles talking vs. texting, bad buffets vs. so-called ""great"" restaurants and the magic of Pop Tarts."
s3156,Movie,Jerry Seinfeld: Comedian,Christian Charles,United States,11/7/2017,2002,R,81 min,Documentaries,"Jerry Seinfeld, Orny Adams, Colin Quinn, Bill Cosby, Robert Klein, Chris Rock, Garry Shandling, Jay Leno, Kevin Nealon, Ray Romano",Christian Charles's documentary follows established comedian Jerry Seinfeld and up-and-comer Orny Adams as they navigate the stand-up circuit.
s3157,Movie,Jerry Seinfeld: I'm Telling You for the Last Time,Marty Callner,United States,1/30/2018,1998,TV-14,69 min,Stand-Up Comedy,Jerry Seinfeld,"Months after his classic TV sitcom ends, the legendary comic returns to his stand-up roots to deliver his best jokes on a sold-out international tour."
s3158,Movie,Jersey Boys,Clint Eastwood,United States,1/1/2019,2014,R,134 min,"Dramas, Music & Musicals","John Lloyd Young, Erich Bergen, Michael Lomenda, Vincent Piazza, Christopher Walken, Mike Doyle, Renée Marino, Erica Piccininni, Joey Russo, Donnie Kehr, Katherine Narducci, Steve Schirripa","Adapted from the hit Broadway musical, this nostalgic look at the Four Seasons and their bumpy offstage lives stretches across four decades."
